Day fraction since midnight on 	photometer (mg/L)	 (volts)
0.6877386723	1.9939217567	2.9111568928
0.6877502481	2.1056621075	2.8601663113
0.6877618120	2.0944650173	2.8652479649
0.6877733974	2.1279737949	2.8500587940
0.6877849669	2.1283090115	2.8499071598
0.6877965398	2.1095399857	2.8584077358
0.6878081075	2.1001842022	2.8626515865
0.6878196856	2.1322920322	2.8481054306
0.6878312565	2.1040956974	2.8608767986
0.6878428230	2.1340961456	2.8472895622
0.6878544161	2.1038072109	2.8610076904
0.6878659802	2.1233668327	2.8521437645
0.6878775578	2.1182858944	2.8544445038
0.6878891342	2.1465120316	2.8416793346
0.6879007056	2.1260459423	2.8509311676
0.6879122829	2.1241474152	2.8517904282
0.6879238491	2.1462290287	2.8418071270
0.6879354355	2.1213972569	2.8530354500
0.6879470179	2.1140627861	2.8563578129
0.6879585643	2.1485800743	2.8407456875
0.6879701572	2.1505362988	2.8398625851
0.6879817464	2.1247699261	2.8515086174
0.6879932927	2.1407656670	2.8442749977
0.6880048764	2.1776390076	2.8276476860
0.6880164332	2.1723167896	2.8300435543
0.6880280110	2.1627519131	2.8343527317
0.6880395867	2.1932997704	2.8206059933
0.6880511779	2.2389845848	2.8001325130
0.6880627310	2.2681431770	2.7871184349
0.6880743031	2.2793421745	2.7821309566
0.6880858932	2.2491898537	2.7955729961
0.6880974802	2.3980860710	2.7296211720
0.6881090594	2.2923095226	2.7763636112
0.6881206084	2.3634371758	2.7448732853
0.6881321768	2.4031114578	2.7274138927
0.6881437501	2.4257192612	2.7174985409
0.6881553351	2.5349111557	2.6699509621
0.6881668973	2.4432804585	2.7098133564
0.6881784825	2.4428086281	2.7100195885
0.6881900634	2.4449837208	2.7090687752
0.6882016375	2.4775202274	2.6948714256
0.6882131964	2.5767803192	2.6518683434
0.6882247775	2.6198356152	2.6333591938
0.6882363557	2.6558294296	2.6179521084
0.6882479201	2.7201862335	2.5905542374
0.6882594938	2.7865810394	2.5624890327
0.6882710786	2.8252165318	2.5462508202
0.6882826389	2.8681559563	2.5282835960
0.6882942293	2.8874707222	2.5202291012
0.6883058023	2.9202914238	2.5065810680
0.6883173691	3.0043573380	2.4718449116
0.6883289571	2.9783463478	2.4825587273
0.6883405128	3.0297405720	2.4614188671
0.6883520851	3.1043007374	2.4309594631
0.6883636756	3.1591300964	2.4087176323
0.6883752368	3.2320740223	2.3793325424
0.6883868110	3.3407158852	2.3359966278
0.6883983933	3.4420313835	2.2960422039
0.6884099715	3.5345835686	2.2599265575
0.6884215349	3.4175715446	2.3056478500
0.6884331205	3.3629822731	2.3271780014
0.6884446868	3.3938119411	2.3150029182
0.6884562561	3.4573423862	2.2900424004
0.6884678347	3.5001561642	2.2733182907
0.6884794170	3.6142332554	2.2291355133
0.6884909865	3.8327965736	2.1460011005
0.6885025624	3.9329588413	2.1085581779
0.6885141257	4.2154440880	2.0051307678
0.6885257137	4.2801599503	1.9818801880
0.6885372789	4.3511757851	1.9565540552
0.6885488486	4.3782887459	1.9469362497
0.6885604350	4.5069479942	1.9016820192
0.6885719964	4.6127600670	1.8649357557
0.6885835860	4.6122398376	1.8651152849
0.6885951502	4.6321520805	1.8582470417
0.6886067287	4.5578751564	1.8839433193
0.6886182949	4.6081452370	1.8665295839
0.6886298729	4.8149538040	1.7958838940
0.6886414710	5.0678811073	1.7116171122
0.6886530547	5.2996687889	1.6364033222
0.6886645942	5.3476600647	1.6210660934
0.6886761848	5.4227881432	1.5972166061
0.6886877564	5.7634959221	1.4914717674
0.6886993183	6.0668745041	1.4005557299
0.6887109034	6.1692342758	1.3705515862
0.6887224567	6.4085106850	1.3017035723
0.6887340348	6.6718134880	1.2279852629
0.6887456259	6.6198902130	1.2423559427
0.6887571857	6.3812561035	1.3094555140
0.6887687700	6.3864989281	1.3079625368
0.6887803411	6.4693093300	1.2844935656
0.6887919276	6.6829738617	1.2249070406
0.6888034972	7.0295348167	1.1311563253
0.6888150704	7.1430215836	1.1012165546
0.6888266432	7.2621932030	1.0701723099
0.6888382267	7.3113770485	1.0574768782
0.6888497766	7.3475513458	1.0481827259
0.6888613667	7.3806457520	1.0397118330
0.6888729382	7.8079910278	0.9330242276
0.6888845063	8.1594276428	0.8489293456
0.6888960908	8.4521646500	0.7812939882
0.6889076733	8.7341928482	0.7181388736
0.6889192382	8.8960714340	0.6827548146
0.6889308093	8.6634254456	0.7338042855
0.6889424008	8.5470066071	0.7598392367
0.6889539619	8.6302747726	0.7411841750
0.6889655178	8.8586320877	0.6908831596
0.6889771106	9.8599863052	0.4844871461
0.6889886704	10.7985048294	0.3104266822
0.6890002412	10.9970378876	0.2758290470
0.6890118174	11.6027269363	0.1747796237
0.6890234037	11.4428806305	0.2008039802
0.6890349635	11.1346044540	0.2522902489
0.6890465565	10.9464454651	0.2845746577
0.6890581098	10.9859313965	0.2777447402
0.6890696977	11.1416053772	0.2511017919
0.6890812666	11.2435255051	0.2339013666
0.6890928606	11.8279304504	0.1388740689
0.6891044222	12.0595226288	0.1028560773
0.6891159919	11.9139719009	0.1253865659
0.6891275748	11.8134183884	0.1411613375
0.6891391434	12.0111360550	0.1103065684
0.6891507246	12.3576965332	0.0577997454
0.6891622851	12.4086418152	0.0502465554
0.6891738726	12.6864480972	0.0097880261
0.6891854434	12.7228298187	0.0045795161
0.6891970146	12.8129310608	-0.0082312692
0.6892085929	13.2260980606	-0.0653941333
0.6892201624	13.6611680984	-0.1228734702
0.6892317323	13.7037267685	-0.1283514798
0.6892433009	13.6762876511	-0.1248225942
0.6892548736	13.6562318802	-0.1222365648
0.6892664607	13.7208309174	-0.1305458397
0.6892780261	13.8190689087	-0.1430708319
0.6892896081	14.0848970413	-0.1762991399
0.6893011727	14.4549884796	-0.2209887058
0.6893127499	14.6480941772	-0.2436021864
0.6893243120	15.1086292267	-0.2956531048
0.6893359036	15.6526918411	-0.3538766205
0.6893474783	15.8153581619	-0.3706257641
0.6893590444	16.2148838043	-0.4105271101
0.6893706290	16.7564163208	-0.4619151652
0.6893822155	17.1077098846	-0.4936677516
0.6893937796	17.2386531830	-0.5051963329
0.6894053462	17.4462528229	-0.5231405497
0.6894169130	18.2760524750	-0.5909519196
0.6894284896	18.9377822876	-0.6408080459
0.6894400622	18.9197902679	-0.6394994259
0.6894516336	18.9640254974	-0.6427121758
0.6894632168	19.0808143616	-0.6511206031
0.6894748180	20.1011390686	-0.7202094793
0.6894863577	20.8029155731	-0.7634674907
0.6894979316	20.3131008148	-0.7336248755
0.6895095080	20.1746063232	-0.7248944044
0.6895210923	20.8056735992	-0.7636310458
0.6895326457	20.9813308716	-0.7739484906
0.6895442212	21.0660915375	-0.7788569927
0.6895558026	20.5674629211	-0.7493206263
0.6895673777	20.4281215668	-0.7407761812
0.6895789562	20.7691593170	-0.7614614367
0.6895905312	21.1767349243	-0.7851966023
0.6896021117	21.3834285736	-0.7968370914
0.6896137094	21.4073219299	-0.7981658578
0.6896252473	21.2991313934	-0.7921212316
0.6896368317	21.4483661652	-0.8004404306
0.6896484049	21.4049720764	-0.7980353236
0.6896599944	21.4036903381	-0.7979641557
0.6896715492	21.6927661896	-0.8137764335
0.6896831474	21.7746429443	-0.8181653619
0.6896946942	21.8016395569	-0.8196040392
0.6897062760	21.9370613098	-0.8267568946
0.6897178472	21.8449268341	-0.8219019175
0.6897294239	21.8764419556	-0.8235681057
0.6897409758	22.3035869598	-0.8455963135
0.6897525746	22.8598899841	-0.8727926016
0.6897641490	23.5176105499	-0.9028937817
0.6897757223	24.0250129700	-0.9246875048
0.6897872900	24.4766139984	-0.9430979490
0.6897988689	24.5863132477	-0.9474352002
0.6898104373	24.5996093750	-0.9479573369
0.6898220004	24.8648548126	-0.9582181573
0.6898336038	25.1194896698	-0.9677938223
0.6898451858	25.2670822144	-0.9732238650
0.6898567198	25.4604701996	-0.9802080989
0.6898683129	25.9320087433	-0.9966341853
0.6898798829	26.6506824493	-1.0201030970
0.6898914429	27.1918716431	-1.0366035700
0.6899030291	27.6803321838	-1.0506848097
0.6899146159	27.7734012604	-1.0532839298
0.6899261664	27.7102470398	-1.0515230894
0.6899377370	27.6708698273	-1.0504190922
0.6899493089	27.9497528076	-1.0581372976
0.6899609033	28.2004032135	-1.0648771524
0.6899724781	29.0440368652	-1.0862578154
0.6899840406	29.7592506409	-1.1029084921
0.6899956099	30.5205955505	-1.1192656755
0.6900071813	30.5747451782	-1.1203782558
0.6900187745	30.3110885620	-1.1148988008
0.6900303494	30.1691436768	-1.1118830442
0.6900419168	30.0682582855	-1.1097111702
0.6900534969	30.1674957275	-1.1118477583
0.6900650532	30.3818264008	-1.1163843870
0.6900766367	30.1586475372	-1.1116582155
0.6900882072	30.2321701050	-1.1132278442
0.6900997913	30.4375648499	-1.1175469160
0.6901113592	30.7190723419	-1.1233118773
0.6901229407	31.1254081726	-1.1313278675
0.6901344965	31.3897628784	-1.1363558769
0.6901460865	31.5398120880	-1.1391460896
0.6901576492	31.6573123932	-1.1412994862
0.6901692497	31.8259010315	-1.1443414688
0.6901808111	31.9392261505	-1.1463551521
0.6901923763	32.0320930481	-1.1479868889
0.6902039396	32.3342552185	-1.1531834602
0.6902155213	32.6017913818	-1.1576441526
0.6902271239	32.8117370605	-1.1610547304
0.6902386713	33.0604820251	-1.1649961472
0.6902502381	33.3911170959	-1.1700726748
0.6902618142	33.6465034485	-1.1738706827
0.6902733927	33.8842468262	-1.1773127317
0.6902849611	34.2740745544	-1.1827675104
0.6902965360	34.5346870422	-1.1862872839
0.6903081285	34.6625785828	-1.1879783869
0.6903196907	34.8008651733	-1.1897807121
0.6903312674	34.9136390686	-1.1912305355
0.6903428591	35.1301002502	-1.1939640045
0.6903544118	35.2796325684	-1.1958150864
0.6903659975	35.4614868164	-1.1980260611
0.6903775495	35.5853004456	-1.1995065212
0.6903891352	36.0004844666	-1.2043279409
0.6904007082	36.2825889587	-1.2074818611
0.6904122925	36.4165954590	-1.2089464664
0.6904238558	36.8261795044	-1.2132928371
0.6904354301	36.7355613708	-1.2123478651
0.6904470006	36.5472908020	-1.2103544474
0.6904585786	36.5069999695	-1.2099225521
0.6904701551	36.2936096191	-1.2076030970
0.6904817288	36.4270515442	-1.2090598345
0.6904933046	36.4909057617	-1.2097494602
